Year_Before,Year_After,Medals_Before,Medals_After,Delta_Medals,Repeat_Rate,Coaching_Effect_%,File
2020,2024,0,0,0,0.0,0.0,France_GTR_mens.csv
1924,1928,0,0,0,0.0,0.0,Yugoslavia_ATH_mens.csv
1928,1932,0,0,0,0.0,0.0,Yugoslavia_ATH_mens.csv
1932,1936,0,0,0,0.062,0.0,Yugoslavia_ATH_mens.csv
1936,1948,0,1,1,0.0,0.0,Yugoslavia_ATH_mens.csv
1948,1952,1,0,-1,0.176,-17.65,Yugoslavia_ATH_mens.csv
1952,1956,0,1,1,0.4,40.0,Yugoslavia_ATH_mens.csv
1956,1960,1,0,-1,0.176,-17.65,Yugoslavia_ATH_mens.csv
1960,1964,0,0,0,0.333,0.0,Yugoslavia_ATH_mens.csv
1964,1968,0,0,0,0.0,0.0,Yugoslavia_ATH_mens.csv
1968,1972,0,0,0,0.0,0.0,Yugoslavia_ATH_mens.csv
1972,1976,0,0,0,0.222,0.0,Yugoslavia_ATH_mens.csv
1976,1980,0,0,0,0.25,0.0,Yugoslavia_ATH_mens.csv
1980,1984,0,0,0,0.25,0.0,Yugoslavia_ATH_mens.csv
1984,1988,0,0,0,0.125,0.0,Yugoslavia_ATH_mens.csv
2004,2008,0,0,0,1.0,0.0,Cote_D_Ivoire_TKW_womens.csv
2008,2012,0,0,0,0.0,0.0,Cote_D_Ivoire_TKW_womens.csv
2012,2016,0,1,1,0.5,50.0,Cote_D_Ivoire_TKW_womens.csv
1948,1952,0,1,1,0.667,66.67,Italy_FEN_womens.csv
1952,1956,1,0,-1,0.5,-50.0,Italy_FEN_womens.csv
1956,1960,0,5,5,0.4,200.0,Italy_FEN_womens.csv
1960,1964,5,1,-4,0.6,-48.0,Italy_FEN_womens.csv
1964,1968,1,0,-1,0.6,-60.0,Italy_FEN_womens.csv
1968,1972,0,1,1,0.4,40.0,Italy_FEN_womens.csv
1972,1976,1,1,0,0.4,0.0,Italy_FEN_womens.csv
1976,1980,1,0,-1,0.4,-40.0,Italy_FEN_womens.csv
1980,1984,0,1,1,0.4,40.0,Italy_FEN_womens.csv
1984,1988,1,5,4,0.6,240.0,Italy_FEN_womens.csv
1988,1992,5,6,1,0.6,12.0,Italy_FEN_womens.csv
1992,1996,6,8,2,0.571,19.05,Italy_FEN_womens.csv
1996,2000,8,5,-3,0.8,-30.0,Italy_FEN_womens.csv
2000,2004,5,2,-3,0.6,-36.0,Italy_FEN_womens.csv
2004,2008,2,6,4,0.667,133.33,Italy_FEN_womens.csv
2008,2012,6,7,1,0.3,5.0,Italy_FEN_womens.csv
2012,2016,7,2,-5,0.571,-40.82,Italy_FEN_womens.csv
2016,2020,2,8,6,0.333,100.0,Italy_FEN_womens.csv
2020,2024,8,8,0,0.667,0.0,Italy_FEN_womens.csv
1984,1992,0,0,0,0.0,0.0,Saudi_Arabia_FEN_mens.csv
2000,2016,0,0,0,0.0,0.0,Senegal_BKB_womens.csv
1968,1972,2,1,-1,0.235,-11.76,East_Germany_WRF_mens.csv
1972,1976,1,2,1,0.417,41.67,East_Germany_WRF_mens.csv
1976,1980,2,1,-1,0.333,-16.67,East_Germany_WRF_mens.csv
1980,1988,1,1,0,0.125,0.0,East_Germany_WRF_mens.csv
1952,1968,0,0,0,0.0,0.0,Switzerland_ATH_womens.csv
1968,1972,0,0,0,0.222,0.0,Switzerland_ATH_womens.csv
1972,1976,0,0,0,0.0,0.0,Switzerland_ATH_womens.csv
1976,1980,0,0,0,0.0,0.0,Switzerland_ATH_womens.csv
1980,1984,0,0,0,0.25,0.0,Switzerland_ATH_womens.csv
1984,1988,0,0,0,0.222,0.0,Switzerland_ATH_womens.csv
1988,1992,0,0,0,0.0,0.0,Switzerland_ATH_womens.csv
1992,1996,0,0,0,0.167,0.0,Switzerland_ATH_womens.csv
1996,2000,0,0,0,0.75,0.0,Switzerland_ATH_womens.csv
2000,2004,0,0,0,0.0,0.0,Switzerland_ATH_womens.csv
2004,2008,0,0,0,0.0,0.0,Switzerland_ATH_womens.csv
2008,2012,0,0,0,0.125,0.0,Switzerland_ATH_womens.csv
2012,2016,0,0,0,0.385,0.0,Switzerland_ATH_womens.csv
2016,2020,0,0,0,0.158,0.0,Switzerland_ATH_womens.csv
2020,2024,0,0,0,0.348,0.0,Switzerland_ATH_womens.csv
1920,1924,0,4,4,0.0,0.0,Argentina_BOX_mens.csv
1924,1928,4,4,0,0.125,0.0,Argentina_BOX_mens.csv
1928,1932,4,3,-1,0.25,-6.25,Argentina_BOX_mens.csv
1932,1936,3,4,1,0.0,0.0,Argentina_BOX_mens.csv
1936,1948,4,3,-1,0.0,-0.0,Argentina_BOX_mens.csv
1948,1952,3,2,-1,0.1,-3.33,Argentina_BOX_mens.csv
1952,1956,2,1,-1,0.0,-0.0,Argentina_BOX_mens.csv
1956,1960,1,1,0,0.1,0.0,Argentina_BOX_mens.csv
1960,1964,1,0,-1,0.1,-10.0,Argentina_BOX_mens.csv
1964,1968,0,1,1,0.0,0.0,Argentina_BOX_mens.csv
1968,1972,1,0,-1,0.0,-0.0,Argentina_BOX_mens.csv
1972,1976,0,0,0,0.0,0.0,Argentina_BOX_mens.csv
1976,1984,0,0,0,0.0,0.0,Argentina_BOX_mens.csv
1984,1988,0,0,0,0.0,0.0,Argentina_BOX_mens.csv
1988,1992,0,0,0,0.0,0.0,Argentina_BOX_mens.csv
1992,1996,0,1,1,0.0,0.0,Argentina_BOX_mens.csv
1996,2000,1,0,-1,0.286,-28.57,Argentina_BOX_mens.csv
2000,2004,0,0,0,0.0,0.0,Argentina_BOX_mens.csv
2004,2008,0,0,0,0.0,0.0,Argentina_BOX_mens.csv
2008,2012,0,0,0,0.0,0.0,Argentina_BOX_mens.csv
2012,2016,0,0,0,0.333,0.0,Argentina_BOX_mens.csv
2016,2020,0,0,0,0.0,0.0,Argentina_BOX_mens.csv
2000,2004,13,12,-1,0.5,-3.85,United_States_WPO_womens.csv
2004,2008,12,13,1,0.231,1.92,United_States_WPO_womens.csv
2008,2012,13,12,-1,0.583,-4.49,United_States_WPO_womens.csv
2012,2016,12,13,1,0.308,2.56,United_States_WPO_womens.csv
2016,2020,13,13,0,0.615,0.0,United_States_WPO_womens.csv
2020,2024,13,0,-13,0.308,-30.77,United_States_WPO_womens.csv
1992,2004,0,0,0,0.0,0.0,Saudi_Arabia_TTE_mens.csv
2004,2020,0,0,0,0.0,0.0,Saudi_Arabia_TTE_mens.csv
1972,1984,0,0,0,0.0,0.0,Sweden_HBL_mens.csv
1984,1988,0,0,0,0.429,0.0,Sweden_HBL_mens.csv
1988,1992,0,16,16,0.375,600.0,Sweden_HBL_mens.csv
1992,1996,16,16,0,0.688,0.0,Sweden_HBL_mens.csv
1996,2000,16,15,-1,0.733,-4.58,Sweden_HBL_mens.csv
2000,2012,15,14,-1,0.0,-0.0,Sweden_HBL_mens.csv
2012,2016,14,0,-14,0.4,-40.0,Sweden_HBL_mens.csv
2016,2020,0,0,0,0.133,0.0,Sweden_HBL_mens.csv
2020,2024,0,0,0,0.562,0.0,Sweden_HBL_mens.csv
1908,1912,0,0,0,0.0,0.0,Russia_ATH_mens.csv
1912,1952,0,9,9,0.0,0.0,Russia_ATH_mens.csv
1952,1956,9,17,8,0.226,20.13,Russia_ATH_mens.csv
1956,1960,17,16,-1,0.259,-1.52,Russia_ATH_mens.csv
1960,1964,16,10,-6,0.344,-12.91,Russia_ATH_mens.csv
1964,1968,10,7,-3,0.196,-5.87,Russia_ATH_mens.csv
1968,1972,7,16,9,0.25,32.14,Russia_ATH_mens.csv
1972,1976,16,13,-3,0.359,-6.73,Russia_ATH_mens.csv
1976,1980,13,30,17,0.125,16.35,Russia_ATH_mens.csv
1980,1988,30,16,-14,0.128,-5.98,Russia_ATH_mens.csv
1988,1996,16,3,-13,0.053,-4.28,Russia_ATH_mens.csv
1996,2000,3,5,2,0.25,16.67,Russia_ATH_mens.csv
2000,2004,5,5,0,0.358,0.0,Russia_ATH_mens.csv
2004,2008,5,5,0,0.364,0.0,Russia_ATH_mens.csv
2008,2012,5,2,-3,0.308,-18.46,Russia_ATH_mens.csv
2012,2020,2,0,-2,0.333,-33.33,Russia_ATH_mens.csv
2016,2020,0,0,0,0.0,0.0,Belgium_GLF_womens.csv
2020,2024,0,0,0,1.0,0.0,Belgium_GLF_womens.csv
1924,1928,0,3,3,0.333,100.0,Spain_EVE_mens.csv
1928,1948,3,3,0,0.143,0.0,Spain_EVE_mens.csv
1948,1952,3,0,-3,0.5,-50.0,Spain_EVE_mens.csv
1952,1956,0,0,0,0.167,0.0,Spain_EVE_mens.csv
1956,1960,0,0,0,0.25,0.0,Spain_EVE_mens.csv
1960,1964,0,0,0,1.0,0.0,Spain_EVE_mens.csv
1964,1972,0,0,0,0.25,0.0,Spain_EVE_mens.csv
1972,1976,0,0,0,0.5,0.0,Spain_EVE_mens.csv
1976,1984,0,0,0,0.25,0.0,Spain_EVE_mens.csv
1984,1988,0,0,0,0.25,0.0,Spain_EVE_mens.csv
1988,1992,0,0,0,0.5,0.0,Spain_EVE_mens.csv
1992,1996,0,0,0,0.333,0.0,Spain_EVE_mens.csv
1996,2000,0,0,0,0.5,0.0,Spain_EVE_mens.csv
2000,2004,0,3,3,0.667,200.0,Spain_EVE_mens.csv
2004,2008,3,0,-3,0.0,-0.0,Spain_EVE_mens.csv
2008,2012,0,0,0,0.5,0.0,Spain_EVE_mens.csv
2012,2016,0,0,0,0.143,0.0,Spain_EVE_mens.csv
2016,2020,0,0,0,0.0,0.0,Spain_EVE_mens.csv
2020,2024,0,0,0,0.0,0.0,Spain_EVE_mens.csv
2012,2016,0,0,0,0.562,0.0,Colombia_FBL_womens.csv
2016,2024,0,0,0,0.0,0.0,Colombia_FBL_womens.csv
1996,2008,0,0,0,0.0,0.0,Japan_VBV_mens.csv
2008,2012,0,0,0,1.0,0.0,Japan_VBV_mens.csv
2012,2020,0,0,0,0.5,0.0,Japan_VBV_mens.csv
2012,2016,1,1,0,0.5,0.0,Serbia_TKW_womens.csv
2016,2020,1,2,1,0.0,0.0,Serbia_TKW_womens.csv
2020,2024,2,1,-1,0.0,-0.0,Serbia_TKW_womens.csv
2020,2024,0,0,0,0.0,0.0,Switzerland_EDR_womens.csv
1896,1906,2,0,-2,0.111,-11.11,Greece_WRF_mens.csv
1906,1912,0,0,0,0.0,0.0,Greece_WRF_mens.csv
1912,1920,0,0,0,0.0,0.0,Greece_WRF_mens.csv
1920,1924,0,0,0,0.5,0.0,Greece_WRF_mens.csv
1924,1928,0,0,0,0.667,0.0,Greece_WRF_mens.csv
1928,1932,0,0,0,0.5,0.0,Greece_WRF_mens.csv
1932,1936,0,0,0,0.0,0.0,Greece_WRF_mens.csv
1936,1948,0,0,0,0.2,0.0,Greece_WRF_mens.csv
1948,1952,0,0,0,0.333,0.0,Greece_WRF_mens.csv
1952,1956,0,0,0,0.5,0.0,Greece_WRF_mens.csv
1956,1960,0,0,0,0.0,0.0,Greece_WRF_mens.csv
1960,1964,0,0,0,0.2,0.0,Greece_WRF_mens.csv
1964,1968,0,1,1,0.5,50.0,Greece_WRF_mens.csv
1968,1972,1,1,0,0.444,0.0,Greece_WRF_mens.csv
1972,1976,1,0,-1,0.75,-75.0,Greece_WRF_mens.csv
1976,1980,0,2,2,0.6,120.0,Greece_WRF_mens.csv
1980,1984,2,2,0,0.4,0.0,Greece_WRF_mens.csv
1984,1988,2,1,-1,0.8,-40.0,Greece_WRF_mens.csv
1988,1992,1,0,-1,0.182,-18.18,Greece_WRF_mens.csv
1992,1996,0,0,0,0.333,0.0,Greece_WRF_mens.csv
1996,2000,0,1,1,0.143,14.29,Greece_WRF_mens.csv
2000,2004,1,1,0,0.143,0.0,Greece_WRF_mens.csv
2004,2008,1,0,-1,0.333,-33.33,Greece_WRF_mens.csv
2008,2012,0,0,0,0.0,0.0,Greece_WRF_mens.csv
2012,2020,0,0,0,0.0,0.0,Greece_WRF_mens.csv
2020,2024,0,1,1,0.0,0.0,Greece_WRF_mens.csv
1996,2000,0,0,0,1.0,0.0,Cape_Verde_ATH_mens.csv
2000,2004,0,0,0,1.0,0.0,Cape_Verde_ATH_mens.csv
2004,2008,0,0,0,0.0,0.0,Cape_Verde_ATH_mens.csv
2008,2012,0,0,0,0.0,0.0,Cape_Verde_ATH_mens.csv
2012,2016,0,0,0,0.0,0.0,Cape_Verde_ATH_mens.csv
2016,2020,0,0,0,1.0,0.0,Cape_Verde_ATH_mens.csv
1996,2000,0,1,1,0.25,25.0,Armenia_WLF_mens.csv
2000,2004,1,0,-1,0.25,-25.0,Armenia_WLF_mens.csv
2004,2008,0,3,3,0.25,75.0,Armenia_WLF_mens.csv
2008,2012,3,0,-3,0.333,-33.33,Armenia_WLF_mens.csv
2012,2016,0,2,2,0.2,40.0,Armenia_WLF_mens.csv
2016,2020,2,1,-1,1.0,-50.0,Armenia_WLF_mens.csv
2020,2024,1,1,0,0.0,0.0,Armenia_WLF_mens.csv
1924,1928,0,0,0,0.25,0.0,Netherlands_DIV_womens.csv
1928,1948,0,0,0,0.0,0.0,Netherlands_DIV_womens.csv
1948,1952,0,0,0,0.0,0.0,Netherlands_DIV_womens.csv
1952,1960,0,0,0,0.0,0.0,Netherlands_DIV_womens.csv
1960,1968,0,0,0,0.0,0.0,Netherlands_DIV_womens.csv
1968,1972,0,0,0,0.5,0.0,Netherlands_DIV_womens.csv
1972,1984,0,0,0,0.0,0.0,Netherlands_DIV_womens.csv
1984,1988,0,0,0,1.0,0.0,Netherlands_DIV_womens.csv
1988,1992,0,0,0,1.0,0.0,Netherlands_DIV_womens.csv
1992,2016,0,0,0,0.0,0.0,Netherlands_DIV_womens.csv
2016,2020,0,0,0,0.0,0.0,Netherlands_DIV_womens.csv
2020,2024,0,0,0,0.0,0.0,Netherlands_DIV_womens.csv
2004,2020,0,0,0,0.0,0.0,Kuwait_ATH_womens.csv
2020,2024,0,0,0,0.0,0.0,Kuwait_ATH_womens.csv
1996,2000,0,0,0,1.0,0.0,Cape_Verde_ATH_womens.csv
2000,2012,0,0,0,0.0,0.0,Cape_Verde_ATH_womens.csv
2012,2016,0,0,0,1.0,0.0,Cape_Verde_ATH_womens.csv
1996,2000,0,0,0,1.0,0.0,Armenia_DIV_mens.csv
1996,2000,0,0,0,0.5,0.0,Ukraine_CSL_mens.csv
2000,2004,0,0,0,0.0,0.0,Ukraine_CSL_mens.csv
2004,2008,0,1,1,0.6,60.0,Ukraine_CSL_mens.csv
2008,2012,1,1,0,1.0,0.0,Ukraine_CSL_mens.csv
2012,2016,1,3,2,0.25,50.0,Ukraine_CSL_mens.csv
2012,2016,0,0,0,1.0,0.0,Eritrea_CTR_mens.csv
2004,2008,0,0,0,0.5,0.0,Greece-1_VBV_womens.csv
1908,1920,1,1,0,0.0,0.0,Great_Britain-1_FSK_mens.csv
1996,2000,0,0,0,0.667,0.0,Ukraine_ROW_mens.csv
2000,2004,0,4,4,0.5,200.0,Ukraine_ROW_mens.csv
2004,2008,4,0,-4,0.75,-75.0,Ukraine_ROW_mens.csv
2008,2012,0,0,0,0.2,0.0,Ukraine_ROW_mens.csv
2012,2016,0,0,0,0.75,0.0,Ukraine_ROW_mens.csv
2016,2020,0,0,0,0.0,0.0,Ukraine_ROW_mens.csv
2020,2024,0,0,0,1.0,0.0,Ukraine_ROW_mens.csv
1948,1952,0,0,0,1.0,0.0,Luxembourg_FEN_mens.csv
1952,1956,0,0,0,0.5,0.0,Luxembourg_FEN_mens.csv
1956,1960,0,0,0,0.25,0.0,Luxembourg_FEN_mens.csv
1960,1972,0,0,0,0.2,0.0,Luxembourg_FEN_mens.csv
1972,1976,0,0,0,0.5,0.0,Luxembourg_FEN_mens.csv
1956,1988,0,0,0,0.0,0.0,Venezuela_EVE_mens.csv
1988,2008,0,0,0,0.0,0.0,Venezuela_EVE_mens.csv
2008,2016,0,0,0,0.5,0.0,Venezuela_EVE_mens.csv
1996,2000,0,0,0,0.333,0.0,Australia_BDM_mens.csv
2000,2004,0,0,0,0.0,0.0,Australia_BDM_mens.csv
2004,2008,0,0,0,0.0,0.0,Australia_BDM_mens.csv
2008,2012,0,0,0,1.0,0.0,Australia_BDM_mens.csv
2012,2016,0,0,0,0.0,0.0,Australia_BDM_mens.csv
2016,2020,0,0,0,0.0,0.0,Australia_BDM_mens.csv
1948,1952,0,0,0,0.429,0.0,Uruguay_CTR_mens.csv
1952,1956,0,0,0,0.2,0.0,Uruguay_CTR_mens.csv
1956,1960,0,0,0,0.4,0.0,Uruguay_CTR_mens.csv
1960,1964,0,0,0,0.25,0.0,Uruguay_CTR_mens.csv
1964,1968,0,0,0,0.0,0.0,Uruguay_CTR_mens.csv
1968,1972,0,0,0,0.2,0.0,Uruguay_CTR_mens.csv
1972,1976,0,0,0,0.0,0.0,Uruguay_CTR_mens.csv
1976,1984,0,0,0,0.0,0.0,Uruguay_CTR_mens.csv
1984,1988,0,0,0,0.0,0.0,Uruguay_CTR_mens.csv
1988,1992,0,0,0,0.5,0.0,Uruguay_CTR_mens.csv
1992,1996,0,0,0,0.0,0.0,Uruguay_CTR_mens.csv
1996,2000,0,1,1,1.0,100.0,Uruguay_CTR_mens.csv
2000,2004,1,0,-1,0.5,-50.0,Uruguay_CTR_mens.csv
2004,2008,0,0,0,1.0,0.0,Uruguay_CTR_mens.csv
2008,2012,0,0,0,0.0,0.0,Uruguay_CTR_mens.csv
1924,1932,0,0,0,0.0,0.0,Uruguay_ART_mens.csv
1932,1948,0,0,0,0.0,0.0,Uruguay_ART_mens.csv
1920,1924,0,5,5,0.0,0.0,Netherlands_EVE_mens.csv
1924,1928,5,8,3,0.625,37.5,Netherlands_EVE_mens.csv
1928,1932,8,4,-4,0.333,-16.67,Netherlands_EVE_mens.csv
1932,1936,4,3,-1,0.111,-2.78,Netherlands_EVE_mens.csv
1936,1948,3,0,-3,0.2,-20.0,Netherlands_EVE_mens.csv
1948,1952,0,0,0,0.333,0.0,Netherlands_EVE_mens.csv
1952,1956,0,0,0,0.0,0.0,Netherlands_EVE_mens.csv
1956,1972,0,0,0,0.0,0.0,Netherlands_EVE_mens.csv
1972,1976,0,0,0,0.0,0.0,Netherlands_EVE_mens.csv
1976,1984,0,0,0,1.0,0.0,Netherlands_EVE_mens.csv
1984,1988,0,0,0,0.0,0.0,Netherlands_EVE_mens.csv
1988,1992,0,5,5,0.333,166.67,Netherlands_EVE_mens.csv
1992,1996,5,2,-3,0.6,-36.0,Netherlands_EVE_mens.csv
1996,2000,2,3,1,0.4,20.0,Netherlands_EVE_mens.csv
2000,2004,3,0,-3,0.0,-0.0,Netherlands_EVE_mens.csv
2004,2008,0,0,0,0.2,0.0,Netherlands_EVE_mens.csv
2008,2012,0,6,6,0.375,225.0,Netherlands_EVE_mens.csv
2012,2016,6,0,-6,0.444,-44.44,Netherlands_EVE_mens.csv
2016,2024,0,0,0,0.0,0.0,Netherlands_EVE_mens.csv
2020,2024,0,0,0,0.75,0.0,Ireland_EJP_mens.csv
1996,2000,0,0,0,0.0,0.0,Australia-2_VBV_womens.csv
2000,2004,0,0,0,0.0,0.0,Australia-2_VBV_womens.csv
2004,2012,0,0,0,0.0,0.0,Australia-2_VBV_womens.csv
2012,2016,0,0,0,0.0,0.0,Australia-2_VBV_womens.csv
1972,1976,0,0,0,1.0,0.0,Paraguay_SHO_mens.csv
1976,1984,0,0,0,0.0,0.0,Paraguay_SHO_mens.csv
1984,2016,0,0,0,0.0,0.0,Paraguay_SHO_mens.csv
2020,2024,0,0,0,0.5,0.0,Belgium_MTB_mens.csv
1960,1964,0,0,0,0.0,0.0,Cuba_BOX_mens.csv
1964,1968,0,2,2,0.273,54.55,Cuba_BOX_mens.csv
1968,1972,2,5,3,0.455,68.18,Cuba_BOX_mens.csv
1972,1976,5,8,3,0.364,21.82,Cuba_BOX_mens.csv
1976,1980,8,10,2,0.364,9.09,Cuba_BOX_mens.csv
1980,1992,10,9,-1,0.0,-0.0,Cuba_BOX_mens.csv
1992,1996,9,7,-2,0.417,-9.26,Cuba_BOX_mens.csv
1996,2000,7,6,-1,0.417,-5.95,Cuba_BOX_mens.csv
2000,2004,6,8,2,0.182,6.06,Cuba_BOX_mens.csv
2004,2008,8,8,0,0.0,0.0,Cuba_BOX_mens.csv
2008,2012,8,4,-4,0.125,-6.25,Cuba_BOX_mens.csv
2012,2016,4,6,2,0.7,35.0,Cuba_BOX_mens.csv
2016,2020,6,5,-1,0.0,-0.0,Cuba_BOX_mens.csv
2020,2024,5,2,-3,0.2,-12.0,Cuba_BOX_mens.csv
1972,1976,0,0,0,0.0,0.0,Lebanon_JUD_mens.csv
1976,1980,0,0,0,0.0,0.0,Lebanon_JUD_mens.csv
1980,1984,0,0,0,0.0,0.0,Lebanon_JUD_mens.csv
1984,1988,0,0,0,0.333,0.0,Lebanon_JUD_mens.csv
1988,1992,0,0,0,0.25,0.0,Lebanon_JUD_mens.csv
1992,2008,0,0,0,0.0,0.0,Lebanon_JUD_mens.csv
2008,2016,0,0,0,0.0,0.0,Lebanon_JUD_mens.csv
2016,2020,0,0,0,1.0,0.0,Lebanon_JUD_mens.csv
2020,2024,0,0,0,0.0,0.0,Lebanon_JUD_mens.csv
1976,1996,0,0,0,0.0,0.0,Japan_BKB_womens.csv
1996,2004,0,0,0,0.25,0.0,Japan_BKB_womens.csv
2004,2016,0,0,0,0.0,0.0,Japan_BKB_womens.csv
2016,2020,0,12,12,0.417,500.0,Japan_BKB_womens.csv
2020,2024,12,0,-12,0.75,-75.0,Japan_BKB_womens.csv
1912,1964,5,0,-5,0.0,-0.0,Taifun_SAL_mens.csv
2016,2020,12,0,-12,0.385,-38.46,Australia_RU7_womens.csv
2020,2024,0,0,0,0.462,0.0,Australia_RU7_womens.csv
1996,2000,0,0,0,1.0,0.0,Slovakia_SWM_mens.csv
2000,2004,0,0,0,0.0,0.0,Slovakia_SWM_mens.csv
2004,2008,0,0,0,1.0,0.0,Slovakia_SWM_mens.csv
2008,2012,0,0,0,0.0,0.0,Slovakia_SWM_mens.csv
2012,2016,0,0,0,0.5,0.0,Slovakia_SWM_mens.csv
2016,2020,0,0,0,1.0,0.0,Slovakia_SWM_mens.csv
2020,2024,0,0,0,0.0,0.0,Slovakia_SWM_mens.csv
2004,2008,0,0,0,0.0,0.0,Tunisia_WLF_womens.csv
2008,2012,0,0,0,0.0,0.0,Tunisia_WLF_womens.csv
2012,2016,0,0,0,0.0,0.0,Tunisia_WLF_womens.csv
2016,2020,0,0,0,0.0,0.0,Tunisia_WLF_womens.csv
1912,1920,0,0,0,0.0,0.0,Norway_SWM_mens.csv
1920,1924,0,0,0,0.0,0.0,Norway_SWM_mens.csv
1924,1928,0,0,0,0.0,0.0,Norway_SWM_mens.csv
1928,1932,0,0,0,0.0,0.0,Norway_SWM_mens.csv
1932,1952,0,0,0,0.0,0.0,Norway_SWM_mens.csv
1952,1968,0,0,0,0.0,0.0,Norway_SWM_mens.csv
1968,1972,0,0,0,0.0,0.0,Norway_SWM_mens.csv
1972,1976,0,0,0,0.167,0.0,Norway_SWM_mens.csv
1976,1984,0,0,0,0.5,0.0,Norway_SWM_mens.csv
1984,1988,0,0,0,1.0,0.0,Norway_SWM_mens.csv
1988,1992,0,0,0,0.0,0.0,Norway_SWM_mens.csv
1992,1996,0,0,0,1.0,0.0,Norway_SWM_mens.csv
1996,2004,0,0,0,0.0,0.0,Norway_SWM_mens.csv
2004,2008,0,1,1,0.5,50.0,Norway_SWM_mens.csv
2008,2012,1,0,-1,0.0,-0.0,Norway_SWM_mens.csv
2012,2016,0,0,0,0.0,0.0,Norway_SWM_mens.csv
2016,2020,0,0,0,0.333,0.0,Norway_SWM_mens.csv
2020,2024,0,0,0,0.333,0.0,Norway_SWM_mens.csv
1988,1992,2,2,0,0.0,0.0,Australia_TEN_womens.csv
1992,1996,2,0,-2,0.667,-66.67,Australia_TEN_womens.csv
1996,2000,0,0,0,0.25,0.0,Australia_TEN_womens.csv
2000,2004,0,1,1,0.667,66.67,Australia_TEN_womens.csv
2004,2008,1,0,-1,0.667,-66.67,Australia_TEN_womens.csv
2008,2012,0,0,0,1.0,0.0,Australia_TEN_womens.csv
2012,2016,0,0,0,0.5,0.0,Australia_TEN_womens.csv
2016,2020,0,1,1,0.2,20.0,Australia_TEN_womens.csv
2020,2024,1,0,-1,0.5,-50.0,Australia_TEN_womens.csv
1980,1992,0,0,0,0.0,0.0,Madagascar_SWM_womens.csv
1992,1996,0,0,0,0.0,0.0,Madagascar_SWM_womens.csv
1996,2000,0,0,0,0.0,0.0,Madagascar_SWM_womens.csv
2000,2004,0,0,0,0.0,0.0,Madagascar_SWM_womens.csv
2004,2008,0,0,0,1.0,0.0,Madagascar_SWM_womens.csv
2008,2012,0,0,0,0.0,0.0,Madagascar_SWM_womens.csv
2012,2016,0,0,0,1.0,0.0,Madagascar_SWM_womens.csv
2016,2020,0,0,0,0.0,0.0,Madagascar_SWM_womens.csv
2020,2024,0,0,0,0.0,0.0,Madagascar_SWM_womens.csv
2016,2020,1,2,1,0.5,50.0,Kosovo_JUD_womens.csv
2020,2024,2,2,0,0.75,0.0,Kosovo_JUD_womens.csv
1920,1924,0,0,0,0.0,0.0,Netherlands_SWM_womens.csv
1924,1928,0,3,3,0.25,75.0,Netherlands_SWM_womens.csv
1928,1932,3,5,2,0.4,26.67,Netherlands_SWM_womens.csv
1932,1936,5,8,3,0.1,6.0,Netherlands_SWM_womens.csv
1936,1948,8,6,-2,0.0,-0.0,Netherlands_SWM_womens.csv
1948,1952,6,6,0,0.4,0.0,Netherlands_SWM_womens.csv
1952,1960,6,2,-4,0.0,-0.0,Netherlands_SWM_womens.csv
1960,1964,2,10,8,0.267,106.67,Netherlands_SWM_womens.csv
1964,1968,10,1,-9,0.364,-32.73,Netherlands_SWM_womens.csv
1968,1972,1,0,-1,0.083,-8.33,Netherlands_SWM_womens.csv
1972,1976,0,2,2,0.222,44.44,Netherlands_SWM_womens.csv
1976,1980,2,4,2,0.143,14.29,Netherlands_SWM_womens.csv
1980,1984,4,10,6,0.3,45.0,Netherlands_SWM_womens.csv
1984,1988,10,5,-5,0.286,-14.29,Netherlands_SWM_womens.csv
1988,1992,5,0,-5,0.5,-50.0,Netherlands_SWM_womens.csv
1992,1996,0,2,2,0.182,36.36,Netherlands_SWM_womens.csv
1996,2000,2,8,6,0.5,150.0,Netherlands_SWM_womens.csv
2000,2004,8,8,0,0.444,0.0,Netherlands_SWM_womens.csv
2004,2008,8,6,-2,0.3,-7.5,Netherlands_SWM_womens.csv
2008,2012,6,8,2,0.714,23.81,Netherlands_SWM_womens.csv
2012,2016,8,1,-7,0.4,-35.0,Netherlands_SWM_womens.csv
2016,2020,1,0,-1,0.375,-37.5,Netherlands_SWM_womens.csv
2020,2024,0,1,1,0.455,45.45,Netherlands_SWM_womens.csv
1984,1988,0,0,0,0.0,0.0,Bolivia_JUD_mens.csv
1988,1992,0,0,0,0.0,0.0,Bolivia_JUD_mens.csv
1992,2004,0,0,0,0.0,0.0,Bolivia_JUD_mens.csv
2004,2016,0,0,0,0.0,0.0,Bolivia_JUD_mens.csv
1908,1920,0,5,5,0.0,0.0,Italy_ROW_mens.csv
1920,1924,5,12,7,0.118,16.47,Italy_ROW_mens.csv
1924,1928,12,9,-3,0.0,-0.0,Italy_ROW_mens.csv
1928,1932,9,18,9,0.1,10.0,Italy_ROW_mens.csv
1932,1936,18,12,-6,0.273,-9.09,Italy_ROW_mens.csv
1936,1948,12,10,-2,0.0,-0.0,Italy_ROW_mens.csv
1948,1952,10,0,-10,0.231,-23.08,Italy_ROW_mens.csv
1952,1956,0,5,5,0.048,23.81,Italy_ROW_mens.csv
1956,1960,5,9,4,0.192,15.38,Italy_ROW_mens.csv
