Athlete,Country,Event,First event,Gender
Sabroe Ebbesen,DEN,SWM,True,F
Sabroe Ebbesen,DEN,SWM,True,F
Rosendahl Bach,DEN,SWM,True,F
Rosendahl Bach,DEN,SWM,True,F
Ke Jensen,DEN,SWM,True,F
Ke Jensen,DEN,SWM,True,F
Martine Damborg,DEN,SWM,True,F
Martine Damborg,DEN,SWM,True,F
Martine Damborg,DEN,SWM,True,F
Schastine Tabor,DEN,SWM,True,F
Schastine Tabor,DEN,SWM,True,F
Signe Bro,DEN,SWM,False,F
Signe Bro,DEN,SWM,False,F
Thea Blomsterberg,DEN,SWM,True,F
Thea Blomsterberg,DEN,SWM,True,F
Priscilla Tommy,VAN,TTE,True,F
Valeria Antolino,ESP,DIV,True,F
Ana Carvajal,ESP,DIV,True,F
Nina Benz,GER,MTB,True,F
Christopher Borzor,HAI,ATH,True,M
Yufei Zhang,CHN,SWM,False,F
Yufei Zhang,CHN,SWM,False,F
Yufei Zhang,CHN,SWM,False,F
Yufei Zhang,CHN,SWM,False,F
Yufei Zhang,CHN,SWM,False,F
Yufei Zhang,CHN,SWM,False,F
Xueer Wang,CHN,SWM,True,F
Xueer Wang,CHN,SWM,True,F
Junxuan Yang,CHN,SWM,False,F
Junxuan Yang,CHN,SWM,False,F
Junxuan Yang,CHN,SWM,False,F
Junxuan Yang,CHN,SWM,False,F
Junxuan Yang,CHN,SWM,False,F
Junxuan Yang,CHN,SWM,False,F
Weizhong Gao,CHN,SWM,True,F
Yiting Yu,CHN,SWM,False,F
Yiting Yu,CHN,SWM,False,F
Yiting Yu,CHN,SWM,False,F
Xuwei Peng,CHN,SWM,False,F
Bingjie Li,CHN,SWM,False,F
Bingjie Li,CHN,SWM,False,F
Bingjie Li,CHN,SWM,False,F
Bingjie Li,CHN,SWM,False,F
Bingjie Li,CHN,SWM,False,F
Chutong Ge,CHN,SWM,True,F
Chutong Ge,CHN,SWM,True,F
Qianting Tang,CHN,SWM,False,F
Qianting Tang,CHN,SWM,False,F
Qianting Tang,CHN,SWM,False,F
Chang Yang,CHN,SWM,True,F
Letian Wan,CHN,SWM,True,F
Letian Wan,CHN,SWM,True,F
Qingfeng Wu,CHN,SWM,False,F
Qingfeng Wu,CHN,SWM,False,F
Qingfeng Wu,CHN,SWM,False,F
Qingfeng Wu,CHN,SWM,False,F
Luying Chen,CHN,SWM,True,F
Shiwen Ye,CHN,SWM,True,F
Shiwen Ye,CHN,SWM,True,F
Yaqi Kong,CHN,SWM,True,F
Yaqi Kong,CHN,SWM,True,F
Yaxin Liu,CHN,SWM,False,F
Yaxin Liu,CHN,SWM,False,F
Muhan Tang,CHN,SWM,False,F
Muhan Tang,CHN,SWM,False,F
Yujie Cheng,CHN,SWM,False,F
Yujie Cheng,CHN,SWM,False,F
Weronika Zielinska,POL,WLF,True,F
Eliora Irishura,BDI,SWM,True,F
Luka Cindric,CRO,HBL,True,M
Domagoj Duvnjak,CRO,HBL,False,M
Nikola Grahovac,CRO,HBL,True,M
Lovre Klarica,CRO,HBL,True,M
Dominik Kuzmanovic,CRO,HBL,True,M
Tin Lucin,CRO,HBL,True,M
Matej Mandic,CRO,HBL,True,M
Ivan Martinovic,CRO,HBL,True,M
Lovro Mihic,CRO,HBL,True,M
Veron Nacinovic,CRO,HBL,True,M
Josi Sarac,CRO,HBL,True,M
Marin Sipic,CRO,HBL,True,M
Mario Sostaric,CRO,HBL,True,M
Zvonimir Srna,CRO,HBL,True,M
Soaad Alfaqaan,KUW,ROW,True,F
Akoko Komlanvi,TOG,ROW,True,F
Victoria Larsson,SWE,SHO,True,F
Victoria Larsson,SWE,SHO,True,F
Stina Lawner,SWE,SHO,True,F
Vladislav Yakovlev,KAZ,ROW,False,M
Souleymen Nasr,TUN,WRF,False,M
Ralph Daleiden,LUX,SWM,True,M
Agate Rasmane,LAT,SHO,False,F
Agate Rasmane,LAT,SHO,False,F
Agate Rasmane,LAT,SHO,False,F
A Alayed,KSA,SWM,True,F
Vitoria Ana,BRA,FBL,True,F
ANGELINA,BRA,FBL,False,F
ADRIANA,BRA,FBL,True,F
ANTONIA,BRA,FBL,True,F
Portilho Gabi,BRA,FBL,True,F
Nunes Gabi,BRA,FBL,True,F
JHENIFFER,BRA,FBL,True,F
KEROLIN,BRA,FBL,True,F
LAUREN,BRA,FBL,True,F
LUCIANA,BRA,FBL,True,F
LORENA,BRA,FBL,True,F
LUDMILA,BRA,FBL,False,F
Sampaio Duda,BRA,FBL,True,F
MARTA,BRA,FBL,False,F
PRISCILA,BRA,FBL,True,F
RAFAELLE,BRA,FBL,False,F
TAMIRES,BRA,FBL,False,F
THAIS,BRA,FBL,True,F
TARCIANE,BRA,FBL,True,F
TAINA,BRA,FBL,True,F
Yaya Vitoria,BRA,FBL,True,F
YASMIM,BRA,FBL,True,F
Khorloodoi Bishrelt,UAE,JUD,True,F
Shao-hsuan Wu,TPE,CSL,True,M
Shao-hsuan Wu,TPE,CSL,True,M
Cristina Cabana,ESP,JUD,False,F
Cristina Cabana,ESP,JUD,False,F
Laura Martinez,ESP,JUD,True,F
Laura Martinez,ESP,JUD,True,F
Ariane Toro,ESP,JUD,True,F
Ariane Toro,ESP,JUD,True,F
Ai Tsunoda,ESP,JUD,True,F
Ai Tsunoda,ESP,JUD,True,F
Laerke Olsen,DEN,JUD,False,F
Gleb Syritsa,AIN,CRD,True,M
Gleb Syritsa,AIN,CRD,True,M
Axelle Etienne,FRA,BMX,False,F
Tessa Martinez,FRA,BMX,True,F
Jin Tan,SGP,SWM,True,M
Jin Tan,SGP,SWM,True,M
van Sarah,NED,VVO,True,F
Celeste Plak,NED,VVO,False,F
Jolien Knollema,NED,VVO,True,F
Juliet Lohuis,NED,VVO,True,F
Anne Buijs,NED,VVO,False,F
Britt Bongaerts,NED,VVO,True,F
Indy Baijens,NED,VVO,True,F
Marrit Jasper,NED,VVO,True,F
Nika Daalderop,NED,VVO,True,F
Eline Timmerman,NED,VVO,True,F
Florien Reesink,NED,VVO,True,F
Elles Dambrink,NED,VVO,True,F
Nova Marring,NED,VVO,True,F
Josh Kirlew,JAM,SWM,True,M
William Tai,SAM,JUD,True,M
Ciella Niragira,BDI,JUD,True,F
Yang Wang,SVK,TTE,False,M
Zongying Guo,CHN,JUD,True,F
Yeqing Zhu,CHN,JUD,True,F
Qi Cai,CHN,JUD,True,F
Jing Tang,CHN,JUD,True,F
Zhenzhao Ma,CHN,JUD,False,F
Shiyan Xu,CHN,JUD,False,F
Conor Hall,GBR,ARC,True,M
Conor Hall,GBR,ARC,True,M
Tom Hall,GBR,ARC,False,M
Tom Hall,GBR,ARC,False,M
Alex Wise,GBR,ARC,True,M
Alex Wise,GBR,ARC,True,M
Alex Wise,GBR,ARC,True,M
Promise Amukamara,NGR,BKB,False,F
Elizabeth Balogun,NGR,BKB,False,F
Blessing Ejiofor,NGR,BKB,True,F
Nicole Enabosi,NGR,BKB,True,F
Adebola Adeyeye,NGR,BKB,True,F
Lauren Ebo,NGR,BKB,True,F
Pallas Kunaiyi-akpanah,NGR,BKB,False,F
Murjanatu Musa,NGR,BKB,True,F
Amy Okonkwo,NGR,BKB,False,F
Ifunanya Okoro,NGR,BKB,True,F
Tomi Taiwo,NGR,BKB,True,F
Ezinne Kalu,NGR,BKB,False,F
Jhancarlos Gonzalez,COL,SKB,False,M
Marko Bijac,CRO,WPO,False,M
Rino Buric,CRO,WPO,True,M
Luka Bukic,CRO,WPO,False,M
Loren Fatovic,CRO,WPO,False,M
Luka Loncar,CRO,WPO,False,M
Konstantin Kharkov,CRO,WPO,True,M
Maro Jokovic,CRO,WPO,False,M
Josi Vrlic,CRO,WPO,True,M
Marko Zuvela,CRO,WPO,True,M
Ante Vukicevic,CRO,WPO,False,M
Toni Popadic,CRO,WPO,True,M
Matias Biljaka,CRO,WPO,True,M
Jerko Marinic,CRO,WPO,True,M
Simona Quadarella,ITA,SWM,False,F
Simona Quadarella,ITA,SWM,False,F
Benedetta Pilato,ITA,SWM,False,F
Benedetta Pilato,ITA,SWM,False,F
Sara Franceschi,ITA,SWM,False,F
Sara Franceschi,ITA,SWM,False,F
Lisa Angiolini,ITA,SWM,True,F
Costanza Cocconcelli,ITA,SWM,True,F
Costanza Cocconcelli,ITA,SWM,True,F
Giulia D'innocenzo,ITA,SWM,True,F
Giulia D'innocenzo,ITA,SWM,True,F
Sara Curtis,ITA,SWM,True,F
Sara Curtis,ITA,SWM,True,F
Francesca Fangio,ITA,SWM,False,F
Virginia Menicucci,ITA,SWM,True,F
Virginia Menicucci,ITA,SWM,True,F
Sofia Morini,ITA,SWM,True,F
Sofia Morini,ITA,SWM,True,F
Sofia Morini,ITA,SWM,True,F
Sofia Morini,ITA,SWM,True,F
Sofia Morini,ITA,SWM,True,F
Margherita Panziera,ITA,SWM,False,F
Margherita Panziera,ITA,SWM,False,F
Giulia Ramatelli,ITA,SWM,True,F
Giulia Ramatelli,ITA,SWM,True,F
Viola Scotto,ITA,SWM,True,F
Viola Scotto,ITA,SWM,True,F
Chiara Tarantino,ITA,SWM,True,F
Chiara Tarantino,ITA,SWM,True,F
Matilde Biagiotti,ITA,SWM,True,F
Matilde Biagiotti,ITA,SWM,True,F
Ginevra Taddeucci,ITA,SWM,True,F
Ginevra Taddeucci,ITA,SWM,True,F
Anisley Garcia,CUB,DIV,True,F
Anisley Garcia,CUB,DIV,True,F
Prisis Ruiz,CUB,DIV,True,F
Hakon Svavarsson,ISL,SHO,True,M
Victoire Berteau,FRA,CTR,False,F
Victoire Berteau,FRA,CTR,False,F
Marion Borras,FRA,CTR,False,F
Marion Borras,FRA,CTR,False,F
Clara Copponi,FRA,CTR,False,F
Clara Copponi,FRA,CTR,False,F
Clara Copponi,FRA,CTR,False,F
Valentine Fortin,FRA,CTR,False,F
Valentine Fortin,FRA,CTR,False,F
Valentine Fortin,FRA,CTR,False,F
Mathilde Gros,FRA,CTR,False,F
Mathilde Gros,FRA,CTR,False,F
Divine Kouame,FRA,CTR,True,F
Divine Kouame,FRA,CTR,True,F
le Marie,FRA,CTR,False,F
Nima Alamian,IRI,TTE,True,M
Noshad Alamiyan,IRI,TTE,True,M
Nika Sharafutdinova,UKR,SWM,True,F
Fernanda Aguirre,CHI,TKW,True,F
Farzad Baher,IRI,FEN,True,M
Ali Pakdaman,IRI,FEN,True,M
Ali Pakdaman,IRI,FEN,True,M
Mohammad Fotouhi,IRI,FEN,True,M
Mohammad Fotouhi,IRI,FEN,True,M
Mohammad Rahbari,IRI,FEN,True,M
Mohammad Rahbari,IRI,FEN,True,M
Jessica Pilz,AUT,CLB,False,F
Jibril Noel,GUY,SWM,True,M
Amr Hussen,EGY,WRF,True,M
Diaaeldin Abdelmottaleb,EGY,WRF,False,M
Gamal Mohamed,EGY,WRF,True,M
Mostafa Elders,EGY,WRF,True,M
Abdellatif Mohamed,EGY,WRF,False,M
Mahmoud Abdelrahman,EGY,WRF,True,M
Moamen Mohamed,EGY,WRF,True,M
Mohamed Gabr,EGY,WRF,True,M
Mohamed Elsayed,EGY,WRF,True,M
Mohamed Metwally,EGY,WRF,False,M
Langyu Yan,CHN,GTR,True,M
Zisai Wang,CHN,GTR,True,M
Nan Yuan,FRA,TTE,False,F
Nan Yuan,FRA,TTE,False,F
Nan Yuan,FRA,TTE,False,F
Prithika Pavade,FRA,TTE,False,F
Prithika Pavade,FRA,TTE,False,F
Charlotte Lutz,FRA,TTE,True,F
Maia Biginelli,ITA,DIV,True,F
Sarah Jodoin,ITA,DIV,False,F
Elena Bertocchi,ITA,DIV,False,F
Elena Bertocchi,ITA,DIV,False,F
Chiara Pellacani,ITA,DIV,False,F
Chiara Pellacani,ITA,DIV,False,F
M Alsarraj,KSA,SWM,True,M
Andrea Becali,CUB,SWM,True,F
Ran Takahashi,JPN,VVO,False,M
Kentaro Takahashi,JPN,VVO,True,M
Shoma Tomita,JPN,VVO,True,M
Akihiro Fukatsu,JPN,VVO,True,M
Masato Kai,JPN,VVO,True,M
Kento Miyaura,JPN,VVO,True,M
Tomohiro Yamamoto,JPN,VVO,False,M
Yuki Ishikawa,JPN,VVO,False,M
Taishi Onodera,JPN,VVO,False,M
Akihiro Yamauchi,JPN,VVO,False,M
Yuji Nishida,JPN,VVO,False,M
Masahiro Sekita,JPN,VVO,False,M
Tatsunori Otsuka,JPN,VVO,False,M
Manita Shrestha,NEP,JUD,True,F
Kseniia Bailo,UKR,DIV,True,F
Sofiia Lyskun,UKR,DIV,False,F
Sofiia Lyskun,UKR,DIV,False,F
Viktoriya Kesar,UKR,DIV,False,F
Viktoriya Kesar,UKR,DIV,False,F
Anna Pysmenska,UKR,DIV,False,F
Calvin Boeckmann,GER,EVE,True,M
Calvin Boeckmann,GER,EVE,True,M
Michael Jung,GER,EVE,False,M
Michael Jung,GER,EVE,False,M
Christoph Wahler,GER,EVE,True,M
Christoph Wahler,GER,EVE,True,M
Olga Zabelinskaya,UZB,CRD,False,F
Olga Zabelinskaya,UZB,CRD,False,F
Yanina Kuskova,UZB,CRD,True,F
Callum Peters,AUS,BOX,True,M
Charlie Senior,AUS,BOX,True,M
Harry Garside,AUS,BOX,False,M
Shannan Davey,AUS,BOX,True,M
Teremoana Teremoana,AUS,BOX,True,M
Yusuf Chothia,AUS,BOX,True,M
Anezka Paloudova,CZE,CSP,True,F
Shibuki Iitsuka,JPN,SAL,False,M
Keiju Okada,JPN,SAL,False,M
Makoto Tomizawa,JPN,SAL,False,M
Altagracia Moronta,DOM,BOX,False,F
Arnold Kisoka,COD,JUD,True,M
Emeline Detilleux,BEL,MTB,True,F
Kwabla Gadayi,GHA,ATH,True,M
Benjamin Azamati,GHA,ATH,True,M
Benjamin Azamati,GHA,ATH,True,M
Paul Amoah,GHA,ATH,False,M
Ibrahim Fuseini,GHA,ATH,True,M
Isaac Botsio,GHA,ATH,True,M
Abdul-rasheed Saminu,GHA,ATH,True,M
Abdul-rasheed Saminu,GHA,ATH,True,M
Jonathan Healy,USA,TKW,True,M
Cj Nickolas,USA,TKW,True,M
Jose Campo,ECU,BMX,True,M
Chloe David,VAN,ATH,True,F
Abdelrahman Abdelgawwad,EGY,BOX,True,M
Omar Elawady,EGY,BOX,True,M
Joel Embiid,USA,BKB,True,M
Jayson Tatum,USA,BKB,False,M
Devin Booker,USA,BKB,False,M
Bam Adebayo,USA,BKB,False,M
Stephen Curry,USA,BKB,True,M
Anthony Davis,USA,BKB,True,M
Kevin Durant,USA,BKB,False,M
Anthony Edwards,USA,BKB,True,M
Tyrese Haliburton,USA,BKB,True,M
Jrue Holiday,USA,BKB,False,M
Lebron James,USA,BKB,True,M
Derrick White,USA,BKB,True,M
Merve Dincel,TUR,TKW,True,F
Kubra Ilgun,TUR,TKW,True,F
Nafia Kus,TUR,TKW,True,F
Chrysoula Diamantopoulou,GRE,WPO,True,F
Nikoleta Eleftheriadou,GRE,WPO,True,F
Maria Myriokefalitaki,GRE,WPO,True,F
Eirini Ninou,GRE,WPO,True,F
Maria Patra,GRE,WPO,True,F
Margarita Plevritou,GRE,WPO,True,F
Eleftheria Plevritou,GRE,WPO,True,F
Alexandra Asimaki,GRE,WPO,False,F
Ioanna Stamatopoulou,GRE,WPO,True,F
Ioanna Chydirioti,GRE,WPO,True,F
Dimitra Giannopoulou,GRE,WPO,True,F
Vasiliki Plevritou,GRE,WPO,True,F
Eleni Xenaki,GRE,WPO,True,F
Cedric Nuytinck,BEL,TTE,True,M
Martin Allegro,BEL,TTE,True,M
Luka Potocar,SLO,CLB,True,M
Neisser Loyola,BEL,FEN,True,M
Georgii Okorokov,AUS,WRF,True,M
Alexander Lawrence,AUS,WRF,True,M
Jacqueline Solis,GUA,JUD,True,F
Vishnu Saravanan,IND,SAL,False,M
Hanna Tserakh,AIN,CRD,True,F
Hanna Tserakh,AIN,CRD,True,F
Tamara Dronova,AIN,CRD,False,F
Tamara Dronova,AIN,CRD,False,F
Alena Ivanchenko,AIN,CRD,True,F
Joe Fraser,GBR,GAR,False,M
Joe Fraser,GBR,GAR,False,M
Joe Fraser,GBR,GAR,False,M
Joe Fraser,GBR,GAR,False,M
Joe Fraser,GBR,GAR,False,M
Joe Fraser,GBR,GAR,False,M
Joe Fraser,GBR,GAR,False,M
Joe Fraser,GBR,GAR,False,M
Joe Fraser,GBR,GAR,False,M
Harry Hepworth,GBR,GAR,True,M
Harry Hepworth,GBR,GAR,True,M
Harry Hepworth,GBR,GAR,True,M
Harry Hepworth,GBR,GAR,True,M
Harry Hepworth,GBR,GAR,True,M
Harry Hepworth,GBR,GAR,True,M
Harry Hepworth,GBR,GAR,True,M
Harry Hepworth,GBR,GAR,True,M
Jake Jarman,GBR,GAR,True,M
Jake Jarman,GBR,GAR,True,M
Jake Jarman,GBR,GAR,True,M
Jake Jarman,GBR,GAR,True,M
Jake Jarman,GBR,GAR,True,M
Jake Jarman,GBR,GAR,True,M
Jake Jarman,GBR,GAR,True,M
Jake Jarman,GBR,GAR,True,M
Jake Jarman,GBR,GAR,True,M
Luke Whitehouse,GBR,GAR,True,M
Luke Whitehouse,GBR,GAR,True,M
Luke Whitehouse,GBR,GAR,True,M
Luke Whitehouse,GBR,GAR,True,M
Luke Whitehouse,GBR,GAR,True,M
Luke Whitehouse,GBR,GAR,True,M
Luke Whitehouse,GBR,GAR,True,M
Luke Whitehouse,GBR,GAR,True,M
Luke Whitehouse,GBR,GAR,True,M
Max Whitlock,GBR,GAR,False,M
Max Whitlock,GBR,GAR,False,M
Max Whitlock,GBR,GAR,False,M
Max Whitlock,GBR,GAR,False,M
Max Whitlock,GBR,GAR,False,M
Max Whitlock,GBR,GAR,False,M
Max Whitlock,GBR,GAR,False,M
Max Whitlock,GBR,GAR,False,M
Sara Sorribes,ESP,TEN,False,F
Sara Sorribes,ESP,TEN,False,F
Sara Sorribes,ESP,TEN,False,F
Cristina Bucsa,ESP,TEN,True,F
Cristina Bucsa,ESP,TEN,True,F
Martha Sandoval,MEX,OWS,True,F
Bettina Fabian,HUN,OWS,True,F
Carlos Arevalo,ESP,CSP,False,M
Carlos Arevalo,ESP,CSP,False,M
Saul Craviotto,ESP,CSP,False,M
Pablo Crespo,ESP,CSP,True,M
Francisco Cubelos,ESP,CSP,False,M
del Adrian,ESP,CSP,True,M
del Adrian,ESP,CSP,True,M
Diego Dominguez,ESP,CSP,True,M
Rodrigo Germade,ESP,CSP,False,M
Rodrigo Germade,ESP,CSP,False,M
Antoni Moreno,ESP,CSP,True,M
Marcus Cooper,ESP,CSP,True,M
Marcus Cooper,ESP,CSP,True,M
Andy Barat,COM,CSL,True,M
Andy Barat,COM,CSL,True,M
Prithviraj Tondaiman,IND,SHO,True,M
Swapnil Kusale,IND,SHO,True,M
Vijayveer Sidhu,IND,SHO,True,M
Singh Tomar,IND,SHO,False,M
Singh Naruka,IND,SHO,True,M
Singh Naruka,IND,SHO,True,M
Anish Anish,IND,SHO,True,M
Arjun Babuta,IND,SHO,True,M
Arjun Babuta,IND,SHO,True,M
Singh Cheema,IND,SHO,True,M
Singh Cheema,IND,SHO,True,M
Sandee Singh,IND,SHO,True,M
Sandee Singh,IND,SHO,True,M
Sarabjot Singh,IND,SHO,True,M
Sarabjot Singh,IND,SHO,True,M
Daeseong Cho,KOR,TTE,True,M
Daeseong Cho,KOR,TTE,True,M
Woojin Jang,KOR,TTE,True,M
Woojin Jang,KOR,TTE,True,M
Jonghoon Lim,KOR,TTE,True,M
Jonghoon Lim,KOR,TTE,True,M
Adriana Adam,ROU,ROW,True,F
Adriana Adam,ROU,ROW,True,F
Roxana Anghel,ROU,ROW,False,F
Roxana Anghel,ROU,ROW,False,F
Amalia Beres,ROU,ROW,False,F
Amalia Beres,ROU,ROW,False,F
Ancuta Bodnar,ROU,ROW,False,F
Ancuta Bodnar,ROU,ROW,False,F
Ioana Ciotau,ROU,ROW,True,F
Patricia Cires,ROU,ROW,True,F
Livia Cozmiuc,ROU,ROW,True,F
Maria Lehaci,ROU,ROW,True,F
Maria Lehaci,ROU,ROW,True,F
Madalina Morosan,ROU,ROW,True,F
Stefania Petreanu,ROU,ROW,True,F
Simona Radis,ROU,ROW,False,F
Simona Radis,ROU,ROW,False,F
Magdalena Rusu,ROU,ROW,False,F
Magdalena Rusu,ROU,ROW,False,F
Alexandra Ungureanu,ROU,ROW,True,F
van Elena,ROU,ROW,True,F
Ioana Vrinceanu,ROU,ROW,False,F
Ioana Vrinceanu,ROU,ROW,False,F
Dylan Schmidt,NZL,GTR,False,M
Sol Aguirre,PER,SRF,True,F
Gyeongdong Do,KOR,FEN,True,M
Bongil Gu,KOR,FEN,True,M
Bongil Gu,KOR,FEN,True,M
Taegyu Ha,KOR,FEN,True,M
Jaewon Kim,KOR,FEN,True,M
Sanguk Oh,KOR,FEN,True,M
Sanguk Oh,KOR,FEN,True,M
Sangwon Park,KOR,FEN,True,M
Sangwon Park,KOR,FEN,True,M
Pamela Brind'amour,CAN,FEN,True,F
Sabrina Fang,CAN,FEN,True,F
Jia Guo,CAN,FEN,False,F
Jia Guo,CAN,FEN,False,F
Eleanor Harvey,CAN,FEN,False,F
Eleanor Harvey,CAN,FEN,False,F
Ruien Xiao,CAN,FEN,True,F
Yunjia Zhang,CAN,FEN,True,F
Yunjia Zhang,CAN,FEN,True,F
Florencia Borelli,ARG,ATH,True,F
Belen Casetta,ARG,ATH,False,F
Daiana Ocampo,ARG,ATH,True,F
Keyi Chen,CHN,RU7,False,F
Xinrong Dou,CHN,RU7,True,F
Yaoyao Gu,CHN,RU7,False,F
Yu Hu,CHN,RU7,True,F
Xiaoqian Liu,CHN,RU7,False,F
Xiaodan Ma,CHN,RU7,True,F
Hongting Ruan,CHN,RU7,False,F
Qi Su,CHN,RU7,True,F
Yue Sun,CHN,RU7,True,F
Xiao Wang,CHN,RU7,True,F
Feifei Yang,CHN,RU7,False,F
Yan Zhou,CHN,RU7,True,F
Meiling Yan,CHN,RU7,False,F
Wanyu Wang,CHN,RU7,False,F
Resky Dwicahyo,AZE,BDM,False,M
Strahinja Buncic,SRB,JUD,True,M
Strahinja Buncic,SRB,JUD,True,M
Aleksandar Kukolj,SRB,JUD,False,M
Aleksandar Kukolj,SRB,JUD,False,M
Nemanja Majdov,SRB,JUD,False,M
Nemanja Majdov,SRB,JUD,False,M
Qinwen Zheng,CHN,TEN,True,F
Qinwen Zheng,CHN,TEN,True,F
Xiyu Wang,CHN,TEN,True,F
Yue Yuan,CHN,TEN,True,F
Yue Yuan,CHN,TEN,True,F
Shuai Zhang,CHN,TEN,True,F
Xinyu Wang,CHN,TEN,True,F
Xinyu Wang,CHN,TEN,True,F
Xinyu Wang,CHN,TEN,True,F
Saisai Zheng,CHN,TEN,False,F
Dai Yoshioka,JPN,SHO,False,M
Naoya Okada,JPN,SHO,False,M
Naoya Okada,JPN,SHO,False,M
Naoya Okada,JPN,SHO,False,M
Balazs Kaizinger,HUN,EVE,True,M
Alejandra Alonso,PAR,ROW,False,F
Caroline Wozniacki,DEN,TEN,False,F
Clara Tauson,DEN,TEN,True,F
Xiao Chen,CHN,WPO,False,F
Zewen Deng,CHN,WPO,False,F
Wenxin Dong,CHN,WPO,True,F
Yiwen Lu,CHN,WPO,False,F
Sanfeng Nong,CHN,WPO,True,F
Yineng Shen,CHN,WPO,False,F
Huan Wang,CHN,WPO,False,F
Xuan Wang,CHN,WPO,True,F
Dunhan Xiong,CHN,WPO,False,F
Siya Yan,CHN,WPO,True,F
Jing Yan,CHN,WPO,True,F
Jing Zhang,CHN,WPO,False,F
Qiyun Zhong,CHN,WPO,True,F
Ivanusa Moreira,CPV,BOX,True,F
Israel Gutierrez,ESA,SHO,True,M
Israel Gutierrez,ESA,SHO,True,M
Letsile Tebogo,BOT,ATH,True,M
Letsile Tebogo,BOT,ATH,True,M
Letsile Tebogo,BOT,ATH,True,M
Bayapo Ndori,BOT,ATH,False,M
Bayapo Ndori,BOT,ATH,False,M
Leungo Scotch,BOT,ATH,False,M
Leungo Scotch,BOT,ATH,False,M
Collen Kebinatshipi,BOT,ATH,True,M
Collen Kebinatshipi,BOT,ATH,True,M
Tshepiso Masalela,BOT,ATH,True,M
Kethobogile Haingura,BOT,ATH,True,M
Anthony Pesela,BOT,ATH,True,M
Boitumelo Masilo,BOT,ATH,False,M
Tumo Nkape,BOT,ATH,True,M
Victor Ntweng,BOT,ATH,True,M
Bhekempilo Eppie,BOT,ATH,True,M
Julie Paturau,MRI,SAL,True,F
Maria Martins,POR,CTR,False,F
Vladimir Egorov,MKD,WRF,True,M
Aynura Primova,TKM,SWM,True,F
Fu Yu,POR,TTE,False,F
Jieni Shao,POR,TTE,False,F
Piotr Wozniak,POL,OWS,True,M
Paula Camus,ESP,WPO,True,F
Paula Crespi,ESP,WPO,True,F
Anni Espar,ESP,WPO,True,F
Laura Ester,ESP,WPO,False,F
Judith Forca,ESP,WPO,False,F
Maica Garcia,ESP,WPO,False,F
Paula Leiton,ESP,WPO,False,F
Bea Ortiz,ESP,WPO,False,F
Pili Pena,ESP,WPO,False,F
Nona Perez,ESP,WPO,True,F
Isabel Piralkova,ESP,WPO,True,F
Elena Ruiz,ESP,WPO,False,F
Martina Terre,ESP,WPO,True,F
Sik Ri,PRK,TTE,True,M
Phili Buhl,GER,SAL,True,M
Paul Kohlhoff,GER,SAL,False,M
Simon Diesch,GER,SAL,True,M
Jakob Meggendorfer,GER,SAL,True,M
Andreas Spranger,GER,SAL,True,M
Jannis Maus,GER,SAL,True,M
Sebastian Koerdel,GER,SAL,True,M
Puck Pieterse,NED,MTB,True,F
Anne Terpstra,NED,MTB,False,F
Yang Liu,CHN,GAR,False,M
Yang Liu,CHN,GAR,False,M
Yang Liu,CHN,GAR,False,M
Yang Liu,CHN,GAR,False,M
Yang Liu,CHN,GAR,False,M
Yang Liu,CHN,GAR,False,M
Yang Liu,CHN,GAR,False,M
Yang Liu,CHN,GAR,False,M
Weide Su,CHN,GAR,True,M
Weide Su,CHN,GAR,True,M
Weide Su,CHN,GAR,True,M
Weide Su,CHN,GAR,True,M
Weide Su,CHN,GAR,True,M
Weide Su,CHN,GAR,True,M
Weide Su,CHN,GAR,True,M
Weide Su,CHN,GAR,True,M
Ruoteng Xiao,CHN,GAR,False,M
Ruoteng Xiao,CHN,GAR,False,M
Ruoteng Xiao,CHN,GAR,False,M
Ruoteng Xiao,CHN,GAR,False,M
Ruoteng Xiao,CHN,GAR,False,M
Ruoteng Xiao,CHN,GAR,False,M
Ruoteng Xiao,CHN,GAR,False,M
Ruoteng Xiao,CHN,GAR,False,M
Ruoteng Xiao,CHN,GAR,False,M
Boheng Zhang,CHN,GAR,True,M
Boheng Zhang,CHN,GAR,True,M
Boheng Zhang,CHN,GAR,True,M
Boheng Zhang,CHN,GAR,True,M
Boheng Zhang,CHN,GAR,True,M
Boheng Zhang,CHN,GAR,True,M
Boheng Zhang,CHN,GAR,True,M
Boheng Zhang,CHN,GAR,True,M
Boheng Zhang,CHN,GAR,True,M
Jingyuan Zou,CHN,GAR,False,M
Jingyuan Zou,CHN,GAR,False,M
Jingyuan Zou,CHN,GAR,False,M
Jingyuan Zou,CHN,GAR,False,M
Jingyuan Zou,CHN,GAR,False,M
Jingyuan Zou,CHN,GAR,False,M
Jingyuan Zou,CHN,GAR,False,M
Jingyuan Zou,CHN,GAR,False,M
Mohamed Bukrah,LBA,ROW,True,M
Islam Rafi,BAN,SWM,True,M
Aagaard Hansen,DEN,CTR,True,M
Aagaard Hansen,DEN,CTR,True,M
Aagaard Hansen,DEN,CTR,True,M
Norman Leth,DEN,CTR,True,M
Norman Leth,DEN,CTR,True,M
Michael Moerkoev,DEN,CTR,True,M
Michael Moerkoev,DEN,CTR,True,M
Michael Moerkoev,DEN,CTR,True,M
Carl-frederik Bevort,DEN,CTR,True,M
